Total Population,ZIP,Traffic,Haz_Waste,Pollution_Burden,Linguistic_Isolation,Poverty,Housing_Burden
6512,91789,850.3659826,0.15,36.52,17.9,15.9,13
3554,92708,1074.324067,0.22,35.96,7.5,27.4,11.1
2327,92557,441.2839129,0,22.36,3.1,31.9,9.1
4447,94531,1191.052903,0.2,23.39,3.8,14.5,17.1
386,91390,176.5782526,0,25.77,8.9,49.9,NA
2816,92054,906.1308069,1.3,42.55,4.5,31.9,7.6
7248,94547,891.9619174,0.15,29.25,4.5,16.9,8.8
4487,94709,432.6027369,2.58,37.24,5.9,36.5,32.9
3454,94501,408.268198,0.085,22.67,9.9,16.9,10.3
3014,94535,797.4347036,6.15,38.83,1.5,30.6,28.7
4263,95965,187.7492792,0.12,25.37,0.9,31.6,11.3
5110,92562,557.3206157,0.35,25.86,1.6,27,15.9
6934,94596,1781.763791,0.425,45.58,7.6,13.6,20.5
8662,95835,1045.697505,0.025,26.01,2,17.6,10.3
6956,91709,632.3276397,0.045,33.49,3.6,11.7,7.3
5095,92110,779.161635,0.61,44.20,4.1,32.2,21.2
7700,93433,925.5246542,0.51,35.80,0,33.5,24.5
4012,92122,1636.79201,0.21,41.82,2.8,21.1,23.5
6185,92591,540.9261305,0.2,29.97,4.4,10.6,5.9
12331,92618,1922.343232,0.245,39.36,8.4,16.3,16.7
2674,95428,26.09568733,0,21.00,1.9,61.1,15.4
3526,90069,1215.866479,0.06,47.51,0.9,22,21.4
2889,92506,961.1931646,0.05,34.10,3,12.3,9.4
8604,94086,1073.523612,0.61,31.63,15,28,12.7
3458,92870,764.7273415,0.23,33.55,1.4,8.9,9.6
802,95624,960.8641799,0.15,31.58,NA,4.1,NA
6679,92691,3396.790386,0.355,47.92,2.9,13.4,13.8
5341,94019,1734.309329,0.8,42.13,4.2,15,13.3
7615,92040,481.5137958,0.285,37.59,2.6,21.9,10.5
5275,92691,3486.853802,0.285,38.09,8.3,16.7,20.4
1251,95548,218.9182691,0,16.19,NA,53.9,17.9
3624,95037,1652.656532,0.395,36.40,3.1,16,14.1
7107,95928,469.5163622,0.1,29.02,2.9,27.6,15.7
2161,93653,202.9069754,0.1,37.28,2.7,29.3,9.1
3852,93111,1114.177415,0.03,36.22,1.1,19.9,11.3
4801,91701,1321.566721,0.32,46.20,1.5,9.5,13.6
9956,95054,2522.287189,0.91,48.62,9.7,12.2,12.2
10983,93455,1085.750683,1.42,41.05,3.2,24.2,13.2
4179,95526,73.68615227,0.25,25.34,0,33.4,8.7
6780,92131,1687.902012,0.2,33.79,9.8,11.7,12.7
3017,94558,1324.987399,0,35.51,7.7,23.2,18
2713,95670,1767.367845,1.3,45.87,0.8,3.7,5.4
3097,94501,294.7651738,0.34,26.80,6.9,21.6,18.1
4541,94591,1178.814419,0.16,31.64,4.1,13.1,5.1
3067,92203,707.6953435,0.21,33.52,6.7,38.5,14.1
5271,94515,336.3242999,0.31,27.15,8.2,26.9,12.2
2636,92260,948.4496657,0.25,26.61,14.9,46,23.6
2423,95546,70.26540241,0.2,30.32,0.3,38.5,16.6
4676,94954,1096.495889,0.7,47.36,3.1,15.2,9.7
620,93243,28.44016663,0.1,39.96,NA,17.4,18.1
7428,91910,1076.438334,0.27,28.28,5.8,14.6,6.6
1460,92037,1458.980811,3.215,43.22,10.4,50.5,30.1
3668,95603,626.7707599,0.055,30.74,1.3,17.2,12.5
3956,96003,588.8214897,0.085,17.86,0.7,55.4,23.9
11383,94534,1629.217312,0.175,39.85,5.3,10.3,9
938,94535,907.3609015,6.225,43.79,NA,24.4,18.9
2925,96143,543.8664246,0.2,27.70,16.6,39.9,25.4
4457,92627,811.3422641,1.385,54.88,0.5,8.1,14.5
6320,95242,532.90623,0.235,29.86,NA,20.4,16.3
4826,92882,585.129221,0,29.00,7.7,14.9,5.7
3542,95585,101.5106578,0.1,26.45,0.9,42.7,11.9
2513,94015,2026.087591,0.85,36.19,12,13.5,15.9
6728,92882,543.5205748,0.51,33.77,0.5,11,14.8
6522,95037,491.0424575,0.16,28.16,7.5,16.5,16.6
6545,91748,2326.754709,0.025,42.41,20.3,13,17.9
4511,95628,981.6610374,0.05,32.00,1.7,22.3,19.9
2721,91709,671.542841,0,36.48,2.3,10.9,10.1
8169,93546,345.0232808,0.3,26.26,NA,30.9,7.7
2049,91741,160.1749497,0,28.76,2.1,12.1,8.9
4156,95618,977.3464722,0.195,45.19,7.5,15.3,9
4178,91403,2744.476457,0.135,46.34,1.1,9.7,11.6
5068,91977,754.7754938,0,22.68,0,41,25.3
6817,95136,1529.997808,0.55,35.55,5,9.6,12.5
5125,94040,1802.564028,0.405,37.26,10.3,13.9,11.7
3937,95404,742.5240165,0.83,29.37,3.6,38.9,16.3
4304,92399,249.8145508,0.05,27.61,0,24.8,19.9
2125,92305,169.1977902,0.01,33.30,0.2,31.3,9.7
3282,92118,1000.58264,1.155,47.70,1.5,19.7,33.7
10191,92027,830.2811915,0.21,37.69,5.8,14.7,9.4
3176,96001,508.4729933,0.22,26.86,0,19.8,15.2
4846,92584,899.1809687,0.45,29.70,1.2,11.2,8.5
5623,93012,1462.533945,0.375,42.31,0.9,19.5,21.8
5980,94503,1326.39029,0.15,24.53,6.5,22.1,17
3290,95628,913.2507847,0.4,30.12,7.5,23.9,13.2
4785,94539,1203.743031,0.445,29.91,11.8,5.3,10.2
25348,92127,999.7886849,0.41,42.68,4.9,11,17.8
2302,93436,399.7673206,0,24.12,3,33.8,17.6
4771,95620,571.3274235,0.345,47.68,2.8,17.4,10.4
4391,93105,1065.169958,0.47,33.47,9.7,30.4,20.8
4568,95130,813.241779,0.61,32.23,7.9,15,18.8
4624,90045,983.9965495,0.27,45.90,2.1,15.3,26
3532,92583,430.5406086,0,19.64,3.1,50.4,11
4359,94133,554.5992197,1.505,42.13,10.4,16.1,20
5401,94952,256.3911931,0.095,24.37,2.1,15.2,18.7
5006,94547,694.0850081,0.6,34.54,3.2,9.1,11.9
3468,91910,860.5196577,0.325,29.01,4.7,14.7,15.4
3059,95610,960.4146571,0.15,24.65,3.8,24.5,11
6037,92116,1131.941532,0.19,31.82,5.4,31.5,13.6
4029,92026,719.5780853,0.185,25.46,4.5,19.4,15.6
5065,95678,1242.883698,0.185,28.58,1.7,26.3,21.1
6226,95662,839.520012,0.5,34.87,2.6,18.7,7.4
5202,92614,2236.321166,0.2,42.34,9.1,16.9,18.3
3832,92264,812.6635793,0.335,26.08,1.5,37.3,19.1
5799,91941,328.8699792,0.3,26.46,2.9,25.3,12
2634,92037,1294.817593,1.21,35.16,10.5,37.9,22.7
8008,91942,731.6152901,0.12,35.93,2.2,28.3,14.9
3833,94404,1596.497502,0.175,32.13,7.4,10,9.3
7095,93720,392.9319614,0.15,35.98,3.1,14.3,12
4651,94010,784.5541203,0.37,43.05,8,14.9,13
2788,91307,722.3644306,0.325,42.97,2.5,14.6,14.1
5262,95117,2170.318886,0,27.73,12.6,18.1,13.4
4570,93711,694.5761512,0.025,34.33,5.4,17.1,13.5
4458,95403,696.0182079,0.22,22.84,3.5,23.3,21
6218,94531,1241.098064,0.36,23.15,2.7,13.2,12.4
4488,91910,917.2675378,0.25,24.40,7.6,22.5,18.4
2873,94619,1673.528035,0.2,33.71,6.6,13.8,11.7
6657,92308,477.9212948,0,15.79,2.5,39.4,17.6
3237,93117,832.1676327,0.3,36.50,NA,9.8,9.7
2647,94602,259.0766555,0.1,27.12,3.1,21.8,13.4
4852,90277,821.2525257,0.3,43.29,2.8,14,15.1
3726,92109,744.51731,0.3,32.88,3.4,32.4,15.5
5574,93063,260.7103106,0.16,32.82,2.3,14.4,12.5
7605,92371,301.0058628,0,18.33,NA,52.4,11.3
7481,94536,998.7382297,0.445,29.92,6.4,6.5,13.5
3702,93012,280.626646,0.6,37.08,NA,8.4,12.8
4840,90631,931.7903756,0.18,34.51,5.5,12.8,6
4943,95076,841.5976895,0.1,38.96,6.3,33.5,11.5
5576,94086,2001.076485,0.22,35.29,9.5,10.7,17
2859,96150,604.0931366,0.2,26.40,4.2,42.6,24.1
4562,95726,405.9809638,0.2,27.04,0,42.4,28.3
3528,92037,1098.055051,3.055,44.96,1.4,13.9,14.6
4722,93510,1936.208726,0,35.76,3.5,19.4,15.7
2565,92027,384.0036711,0.045,26.75,3.1,24.9,19.2
6971,92627,1856.955584,0.095,46.69,1.5,16.8,25.3
2407,92203,944.2837275,0.1,30.22,5.9,21.3,19.6
5763,92591,876.6680293,0.17,25.35,3.2,34.1,19.5
6528,94704,242.091266,0.735,31.04,3,65.8,46.6
3170,93065,656.8363805,0.135,29.28,0,17,11.2
7543,94536,943.7493037,0.145,28.27,6.9,16.3,10.8
4953,92845,2214.305808,2.34,54.94,0.9,5.5,12.3
4658,94102,763.8617236,1.66,33.11,3,14,12.3
4449,95127,310.5380604,0.025,22.89,11.1,24.7,19.2
8936,95843,745.8799259,0.16,21.79,6.5,22.4,21.6
3563,94043,912.1027985,0.08,38.71,14.7,20.3,21.3
3354,96097,178.8338199,0.05,21.36,0,39.6,9.7
3369,92069,1150.825305,0.61,38.96,1.8,16.8,11.4
3754,95728,336.3059507,0.8,44.12,0,35.8,16.3
2420,95610,1064.671934,0.12,23.38,10.6,29.3,19.5
1642,92264,962.5906722,0.135,20.56,4,34.9,26.1
3797,91107,1549.174249,0.72,63.10,6.2,10.8,8.6
4054,92584,438.1618621,0.2,23.02,1.9,15.7,12.9
5664,94568,922.9670184,0.225,33.50,14.2,9,5.1
7092,92882,340.3085501,0.1,29.77,2.7,13.1,6.4
4400,94709,311.5803925,1.82,34.40,8.1,45.2,26.2
3535,95125,723.8502901,0.735,30.39,4.7,11.5,10.2
3409,93401,1115.613409,0.36,38.21,2.6,41.7,29.9
1974,91384,NA,0.33,30.37,2.2,12.2,14.5
6532,92604,897.1179573,0.225,36.04,15.8,11.8,13.3
10263,95492,610.2150998,0.38,37.76,1.5,17.3,11.9
5042,93065,2045.316954,0.3,31.15,0.7,11.5,7.5
5126,94112,479.6865597,0.1,27.28,11.6,12.1,17
2384,94066,1620.55866,0.16,24.03,18.6,14.2,14.8
8810,95127,493.1398293,0.27,20.96,10.6,21.4,9.1
6212,90402,728.3614725,0.05,35.21,6.1,13.4,18.5
10800,92203,930.849519,0.1,28.29,19.2,23.4,15
2968,94610,758.0722438,0.79,37.86,3.7,23.7,20.5
6326,95628,1246.410903,0.35,32.65,1.5,27.4,9.5
1650,96056,59.24538024,0,34.73,2.5,53.3,9.1
4314,92862,2869.913333,0.585,44.96,2.6,11,18.1
4034,92646,727.9902496,0.17,39.11,1.2,12,10.7
2679,90740,925.6266262,1.44,60.11,0.9,4.1,19
5722,95937,143.3393512,0.1,32.85,4.7,40.6,13.2
4007,95661,1224.588463,0.675,29.96,2,14.2,10.9
3202,92860,678.2064096,0.27,42.52,3.8,16.9,10.3
4121,92352,135.1866262,0.1,27.61,0,33.6,12.3
2557,92648,896.7440734,0.125,37.81,1.3,18.7,16.5
4104,92691,2844.511532,0.3,39.82,2.3,14.2,11.2
5255,94112,522.0505024,0.135,24.51,18.3,20.2,11.7
4008,93455,544.0407625,0.21,23.38,4.3,20.4,9.5
8558,94553,325.6816069,1.625,34.95,0.9,12.3,9.9
6463,91361,2040.154688,0.41,47.30,1.9,11.1,12.6
4186,95973,364.1438569,0,27.57,0.6,26.9,16.8
4129,93711,925.3895171,0.2,47.56,1.8,8,12
6035,91384,2367.873641,1.88,50.96,3.2,8.4,4.5
3743,90066,840.2841837,0.07,41.34,2.1,11,6.3
4658,92646,1005.978987,0.445,45.59,3,19.8,11.1
6779,95682,1104.182071,0.35,29.06,1.2,22.3,13.3
2825,92807,734.3610182,0.1,31.80,4.8,17.9,15.3
1685,92314,462.4625302,0.1,18.79,NA,22.7,17.6
6726,95117,1030.69249,0.12,24.69,23.5,29.9,20.7
3534,95492,1215.074128,0.35,32.18,0,6.7,10
5123,92646,1130.177173,0.395,43.14,1.1,22.2,21.3
6718,92660,1485.853067,0.82,47.43,1.1,17.5,26.6
4793,95973,633.8235814,0.1,28.64,0.9,38,22.3
6842,94552,4930.791686,0.2,31.81,7.7,6.6,9.1
2631,95338,66.06095763,0,22.73,0,32.4,11.4
6909,95648,435.8423501,0.075,26.71,11.3,37.1,12.8
2720,92065,273.8647556,0.1,29.22,0.5,22.4,12.3
4735,95242,558.8736501,0.445,33.22,0.5,15.3,13.1
5637,91750,1251.677894,0.125,39.82,NA,5.8,2.8
5460,91326,1940.450222,0.9,38.80,6,5.4,10.7
6104,95124,727.2983271,0.425,33.71,6.3,11.2,14.5
4416,92627,944.1674233,0.035,37.49,3.5,15.2,13.7
4832,94115,1246.843879,2.005,33.14,8.4,27.7,19.8
3381,90403,382.4441441,0.27,36.62,2.1,8.2,13.4
5033,94954,1519.659753,0.275,32.56,5.3,19.6,13.4
5447,92620,655.1891727,0.2,36.70,12,10.4,10.9
3911,92028,439.5337485,0,24.52,2.2,18,19
11624,92508,698.0543526,0.31,42.08,1.4,14,9.7
7152,91355,1415.352307,0.37,52.67,0.6,15.6,7.7
6262,91701,1442.323687,0.425,43.69,4.9,6,7.2
6202,95624,1782.383813,0.3,30.15,3,23.9,6.5
7448,93906,493.7112952,0.125,28.91,3.5,16.5,18
6052,90815,1703.063826,0.7,56.03,1.3,8.2,10.8
3793,94505,387.3698015,0,28.16,0,13.1,14.7
5575,92129,1796.235783,0.185,32.19,6.3,15.5,17.5
8953,92057,991.7036706,0.32,36.83,3.5,15.2,15.9
5377,92506,926.9597012,0.4,35.44,0,10,10.3
8602,93314,240.8276905,0.6,50.24,0.4,7.6,3.1
7010,95758,695.760357,0.06,18.74,11.9,17.7,20.4
3812,92612,1114.299002,0.135,36.43,12.6,25.6,21.1
7056,91604,3503.522091,0.13,51.91,1.8,15.9,11.1
4365,91007,1003.033684,0.15,39.70,13.6,23.2,17.7
3505,92129,972.4832127,0.035,24.56,14.8,30.9,15.8
4216,92307,935.3226014,0.025,21.33,0.5,30.8,8.2
7692,96022,455.5088846,0,25.16,2.5,40.1,14.8
2948,92646,918.7673386,0.525,44.02,NA,11.7,11.7
4129,91360,687.0212906,0.66,35.08,0,21.7,14.7
3908,93405,1447.292774,12.045,54.48,0.3,10.7,13.5
5953,95667,784.1339619,0.275,33.85,0.9,22.9,17.4
5674,95648,175.7317599,0.1,33.45,1.3,18.2,19.8
5339,92201,397.0663251,0.33,22.16,14,36.7,7.4
4307,95060,505.076613,0.41,38.49,0.9,18.7,9.3
3213,94107,1196.840379,12.56,51.83,2.1,6.4,11.2
4902,94044,776.1891353,0.43,32.45,3.9,12.2,14.5
5894,94949,4203.935858,0.115,34.06,1.4,16.4,18.6
5326,95687,396.8592123,0.535,28.58,4.1,11.9,7.2
4274,90035,552.9473505,0.325,37.10,6.9,12.2,21.4
2461,92692,882.8094137,0.11,29.74,6.1,7.6,15.4
4461,95608,497.0717393,0.035,22.99,4.2,18.8,15.1
7213,92021,510.3251853,0,36.36,1.1,24.3,18.1
6250,94523,659.4733977,0.57,31.65,4.6,10.8,13.4
5716,94928,447.2572325,0.23,26.23,NA,34,27.9
3786,93063,2980.605489,0,25.40,3.7,3.4,8.5
6445,93463,342.2131688,0.11,28.63,5,23.5,15.4
5619,94952,443.8770446,0.1,33.74,4.4,17.7,11.2
5112,92203,742.4345832,0.5,32.84,3,19.2,8.5
2391,90046,1296.260459,0.185,46.20,5.6,18.8,16.3
6486,94546,680.3505217,0.03,28.17,8.6,17.9,15
10247,92129,2134.281232,0.17,33.38,6.6,19.3,12.6
2755,95062,1306.519143,0.77,37.96,3.3,26.2,18
3878,93561,305.6034164,0,23.13,0,15.3,2.8
4841,92808,1932.501256,0.32,38.29,7.7,10.2,19.5
5072,92648,529.6457867,0.265,38.03,0,12.4,22.8
6884,95037,887.2137334,0.285,37.77,3.7,12.6,9.6
2289,94115,1434.256029,1.155,38.59,1.5,8.2,18.4
3367,94107,3043.476118,3.025,52.40,1.8,12.9,6.2
5051,94085,1994.136344,2.695,43.01,5,9.8,10.7
5287,92592,465.6710284,0.2,34.38,3.5,19.1,13.1
4542,92103,740.2153739,0.305,46.84,4.4,12.7,12.8
5489,90293,875.7923791,0.25,43.91,7,19.2,19.8
4957,93022,526.5356561,0.1,30.98,1.6,16,13
4428,94043,2153.517104,1.12,48.40,2.6,12.9,10.9
3309,95536,33.78626044,0.07,26.42,0,35.5,13.6
2700,93901,812.0674503,0,29.02,7.4,18.7,7.4
4536,94133,533.0768017,1.695,42.38,3.4,13.2,12.8
5143,94080,1892.987262,0,24.58,10.8,10.9,9.4
1039,96120,70.20935363,0.6,33.24,1.7,38.9,17.4
6320,94619,1263.957459,0.175,28.71,1.4,12.2,11.3
4841,92003,989.3447191,0,29.66,2.3,23.2,13.4
2298,94107,1376.056873,6.935,52.46,1.7,7.3,6.3
2072,92234,729.2295596,0.4,23.52,1.7,30.3,17.1
2223,92036,129.1248328,0,27.52,0,25.4,19.4
3665,92614,524.6154903,0.07,36.43,9.4,20.1,20.3
4894,93021,1176.187053,0.345,47.02,3,8.9,6.8
3648,92835,693.8505228,0.265,37.10,2.8,15.2,14.7
5657,90045,2785.10604,1.59,53.73,1.7,6.3,5.1
3062,91709,1152.776706,0.375,51.98,2.4,11.2,10
4863,95136,998.9724569,0.25,28.87,2.9,21.4,14.6
3973,94560,331.1579503,1.315,25.56,5.8,15.3,10.8
3461,92126,869.3084944,0.15,24.56,9.9,13.5,13.6
2872,90291,1034.571123,0.715,58.47,1.7,12.8,14
6128,92371,589.9936559,0,20.63,3,20.9,15.9
3467,92373,211.0665696,0.2,40.03,0,10,12.6
5536,92649,846.2398247,0.21,37.84,1.9,23.5,12.7
5233,94555,3002.347121,0.07,27.02,14.2,15.4,17.1
4998,95501,357.7469762,0.27,19.61,1.2,28.8,11.8
2895,95695,237.2009451,0.1,26.06,0,16.8,2.8
7342,94116,849.1210879,0.05,24.19,18.2,15,14.1
6673,91745,589.1327786,0.05,30.91,12.2,11.7,5.1
3660,93022,613.083045,0.11,30.36,0.7,18.9,20.1
5634,95677,1710.914765,0.485,32.96,1.7,18.7,11
5837,92028,1355.693734,0.05,33.43,1.8,18.9,12.6
10783,93536,173.5359014,0.11,24.17,2.6,26.9,11.6
5165,90808,685.4050603,0.425,48.73,2.5,7.7,6.1
1660,95240,386.6984382,0,37.16,2.7,10,11.9
3888,92661,945.6635666,0.135,43.30,0,23.7,18.5
2503,93003,1539.869407,0.42,34.82,0,23.9,15.4
5145,92807,2934.535016,0.245,46.37,4.7,10.2,13.1
3551,94115,1470.173878,2.555,33.49,28.6,23.4,20.8
5141,92024,1203.092416,0.1,40.65,3.8,26.9,21.5
2507,94121,1258.085514,0.215,36.95,4.3,5.4,12.2
3423,94952,714.8010613,0.02,32.10,1.6,16.4,16
3472,93940,583.784049,0.18,36.33,3.1,16.9,20.3
1970,91107,562.0587073,0.195,34.43,14.5,16.9,13.3
4763,95602,601.1618569,0.875,27.42,6.4,34.6,27.4
3583,95965,303.9922743,0.05,17.16,0.6,50.3,22.4
1859,93021,310.6054615,0.11,34.10,1.7,12.7,NA
4857,92064,649.0899983,0.4,35.31,6.4,17.7,16.7
7432,92071,995.8477337,0.675,46.22,0,22.3,17.9
8221,92592,488.421799,0.245,30.70,1.6,11,9.4
3368,94539,1692.790914,0.5,34.74,11.1,7.5,7.2
4915,94547,1892.088206,0.18,30.65,10.2,10.3,14
7034,92123,1703.727971,0.42,45.10,5.8,13.6,16.6
2598,94404,853.6456338,0,32.86,11.7,6.8,10.3
3824,92646,614.0022476,0.2,40.65,0.5,13,15.1
4542,95628,1021.744385,1.01,32.90,1.7,19.5,8.9
6813,92026,1242.367364,0.12,37.50,1.9,13.9,14.6
2959,90740,667.0986866,0.11,47.47,0.7,9,9.2
6241,95008,967.6378318,0.73,34.53,15,22.9,16.3
3069,90049,975.328352,0.205,40.66,1.2,8.5,6.2
4800,93611,486.9061052,0.3,36.54,2,12.4,9.1
4477,92020,1332.625774,0.325,39.48,3.6,24.4,11.5
3978,92109,1434.037817,0.94,51.86,1.4,26.7,13.6
5443,95117,2396.059182,0.2,39.74,8.4,16.1,16.1
4927,93105,1477.222168,0.64,37.43,3.6,20.1,18.8
12302,95377,450.433363,0.3,22.74,5.3,13.8,6.2
4982,94536,2907.026397,0.25,30.70,6.9,9.4,8.6
3687,92126,331.5520132,0,22.58,14.1,25.8,18.8
7769,95134,1031.676374,2.935,35.16,14.4,9.6,9.5
7745,95618,651.3175525,0.37,37.26,2.1,35,15.9
6142,94010,1851.292763,0.875,52.30,3.8,5.5,19.8
7110,93311,866.6744741,0.31,34.79,3,20.6,10.8
3221,92869,770.9924527,0.02,42.14,3.2,8.2,12.2
5124,92653,952.2069859,0.15,27.13,3.8,19.9,12.3
4178,95826,2061.157782,0.01,35.52,2.1,24.4,16.2
6903,94551,1678.142881,0.635,46.96,0,14.3,8.3
6608,95062,570.7649292,0.385,37.27,0.9,33.4,27.7
6608,95451,263.2809924,0.1,27.04,0,24.5,14
4071,95446,305.4633473,0.025,25.73,1.7,31,25.3
5462,94539,1051.470576,0.1,29.00,10.8,5.1,7.1
2735,92262,818.0532046,0.265,27.52,1.1,20.9,15.4
5212,94568,1959.296094,0.535,38.43,9.5,13,9.5
5018,90505,805.8552927,0.245,43.23,1.8,5.7,7.4
8082,94555,2342.457029,0.21,29.14,12.5,12.5,9.8
4970,94928,936.8078794,0.06,28.18,9.6,36.2,15.3
2599,95966,167.3888082,0,20.76,NA,18.6,10
4056,96130,456.8333861,0.12,33.90,0,20.5,9.8
3022,92040,382.8974273,0.1,27.30,1.8,14.3,11.6
4142,95610,768.6809935,0.12,23.74,0.5,25.6,16.2
11119,94588,1754.94992,0.3,32.47,9.5,4,3.3
1891,92103,474.0501508,0.33,41.51,1.8,26.3,9.2
1307,96104,39.13352297,0,25.53,NA,48,11.5
3941,95008,1421.790932,1.565,44.53,3.6,15.7,16
3424,95843,560.8297345,0.2,20.96,5.9,26,17.5
3229,90732,671.2135537,0.075,27.70,8.7,13.5,20.5
2737,92040,343.2296771,0.025,31.40,0,17.7,17.4
5320,91436,3698.410686,0.45,57.16,2.6,6.2,8.2
6300,94523,1164.728266,0.185,35.73,3.1,13.5,14.4
3405,91042,165.7435974,0.25,30.77,3.4,13.1,14.8
1767,93065,661.21105,0.2,27.19,1.1,7.2,NA
4835,95626,168.878279,0.035,23.12,5.6,36.8,21.7
6724,90277,681.8139743,0.51,49.83,3.4,9.9,15.1
3606,95864,481.6588834,0.1,33.60,0.5,7.2,6.2
7298,93405,1544.599229,0.67,38.38,3.1,29,16.6
3375,93401,675.198628,1.625,51.04,0,12.4,12.1
4038,94534,2416.561754,0.11,27.84,2.6,19.6,11.6
3793,90703,762.1117359,0.135,39.44,6.3,8.7,6
5316,92277,241.7201798,0.1,18.04,1.3,29.7,20.3
7334,95959,240.7209348,0.1,27.83,1.5,17.3,17.8
2119,92054,NA,0.2,43.97,0.6,16.9,16
4032,95926,783.1996383,0.275,32.27,1.6,33.9,15.6
5860,95008,462.6580888,0.515,31.07,5.1,20.8,15.8
3539,95076,236.9871032,0.05,31.42,4.9,6.1,5.5
3576,92109,964.1732557,0.23,30.87,2.3,31.6,18.8
3909,94538,1107.007214,0.21,26.88,9.7,4.6,4.9
2648,92201,318.9348273,0.2,27.69,20.2,23.1,15.8
4871,94086,1373.214099,0.31,31.77,10,11.5,10.4
8589,93420,820.9729982,0.55,36.17,0.8,22.8,10.6
3775,94044,656.2828161,0.16,27.48,5.4,15.8,15
6273,94588,2258.094965,0.525,32.30,5.6,7.4,9.5
7441,92024,1055.052476,0.85,44.82,3.2,24,15.7
5803,92592,380.5996236,0.05,27.89,1.8,13.6,11.9
3611,94602,777.0315209,0.075,28.27,5.6,16.7,11.2
5267,90403,701.8462901,0.83,44.29,6.9,18.3,15.8
5884,95132,696.0817278,0.3,26.09,13.4,8,12.7
3104,92128,1096.712823,0.44,30.34,12.8,25.8,15.4
5586,94066,1450.441947,0.29,34.48,5.4,11.5,8.8
2681,96003,480.9725318,0.185,16.89,0,34.7,20.9
8763,94519,671.4726541,0.035,30.31,5.3,14.1,12
5865,93619,188.9181238,0.125,37.49,3.5,8.4,3.2
3506,95446,230.6560398,0.1,28.75,1.6,32.5,29.8
6973,90277,835.6425135,0.3,40.91,2.9,10.8,13.8
3188,92886,793.3623087,0.21,44.35,3.8,10.5,13.5
1041,93619,261.2218876,0.035,35.50,1.3,7.6,NA
2271,91367,347.2177532,0.17,33.90,1.8,6.8,13
5517,95973,634.1699432,0.26,28.34,2.7,32.3,29.8
9421,94534,1411.368585,0.4,36.73,2.4,5.7,9.7
2653,94611,580.9198868,1.39,35.83,9.1,26.9,13.2
3505,94587,352.4274453,0.07,20.23,8,3.5,4.9
2455,95421,112.5540649,0.1,37.04,1.2,28.6,13.7
4160,94536,1084.43816,0.17,29.61,4,11.3,7.3
2712,94108,622.1626112,2.88,38.67,2.8,18,14.8
4069,91604,1095.143943,0.2,42.71,0.6,10.8,9.8
3789,91977,510.764875,0.05,21.00,NA,17.5,18.5
2988,94404,1248.104093,3.485,37.01,14.1,14.7,13
4915,94952,2004.720661,0.105,36.33,1.1,8.8,7.9
8070,93312,697.1779023,0.25,37.42,0.9,9,8.4
3366,92262,530.7016069,0.25,19.75,2.5,29.4,19
6050,95425,192.3864075,0.1,30.15,2.6,19.8,12.1
3048,94536,2505.639604,0.11,36.82,2.5,5.1,3.3
3308,94539,2013.526955,0.77,36.90,6.5,4.8,3.4
5134,93551,793.5461303,0.3,28.51,0.6,15.1,7
8199,95401,735.3249899,0.275,30.58,2.5,29.4,7.6
3745,93312,612.0305057,0.16,34.15,0,22.4,5.1
5014,90808,755.077644,0.42,49.89,1.2,10.6,12.8
6199,93940,1251.007025,0.625,33.53,7.4,33.4,13.6
1613,95818,378.1644658,0.25,38.29,0,7.4,7.8
10015,95757,474.4670901,0,18.94,6.7,14.3,12.4
3382,95062,570.44247,0.21,27.01,4.1,26.3,18.7
4916,91942,1072.209248,0.12,34.53,6,23.9,11.7
4848,95405,889.0994038,0.35,34.53,0.8,24.2,16.1
5029,93955,350.4305059,0,18.15,6.4,33.6,19.9
3487,40,138.7450326,0.2,25.15,0,29,9.7
4822,94112,396.3063446,0.135,24.01,15.6,18,21.8
3913,94530,628.8669325,0.125,33.35,5,11.5,13.4
3285,95843,503.3478833,0.2,20.05,2.2,22.5,10.2
3869,95835,622.5875686,0.31,21.18,4.7,15,12
4294,92672,2019.26242,0.21,42.74,2.3,18.4,21.5
6491,95136,852.5762605,0.12,29.23,10,13.6,11.4
7267,90631,737.1935759,0.52,42.29,2.6,11,3.8
5982,91106,674.0304302,1.31,50.94,8.3,13.4,15.6
5524,94043,1646.140233,0.58,46.48,4.6,14.7,14.2
3189,90046,1025.255057,0.1,40.40,2.4,20.6,13.9
3322,92065,530.0524188,0.5,27.71,0.4,17.4,14.7
4028,92126,479.3651978,0.17,21.31,10.8,25.4,15.7
10048,92592,1247.840182,0.45,30.62,2.1,16,10.8
2779,93664,63.37974006,0.5,28.75,0.2,15.4,5.4
3665,95060,639.0906794,0.465,40.13,0,26.3,18.7
3207,92103,987.1044247,0.75,40.62,4.7,29.9,12.4
5517,95823,388.1048475,0.01,13.60,8.9,22.1,21.8
5517,93551,294.6087381,0.125,21.71,6.2,11.8,6.7
4195,95678,1020.976181,1.095,31.10,0.9,6.5,7.4
2606,95448,445.5155837,0.495,34.26,8.5,18.8,12.8
3686,94041,1273.726749,0.505,42.36,2.8,22.1,12.6
3416,95123,1394.795179,0.1,24.17,6,10,6.3
2380,92649,701.6311381,1.015,44.06,2.3,21.6,19.1
9543,92886,460.8259004,0.75,38.90,5.7,8.1,14.4
8127,93101,1002.094363,0.36,33.27,7.7,28.7,16.5
