Total Population,ZIP,Traffic,Haz_Waste,Pollution_Burden,Linguistic_Isolation,Poverty,Housing_Burden
3918,90304,2987.806179,0.41,61.14,22,63.4,25
5276,90033,2936.037088,0.415,61.28,26.6,56.1,25.6
7650,92501,2079.751665,0.785,67.87,3.5,30.7,19.4
9515,92570,1435.731769,0.16,59.35,14.8,62.9,23.6
5401,91406,1122.164466,0.55,61.87,16.2,34.7,31.2
6955,95206,1720.523398,0.025,55.60,14,36.2,21.8
4457,90250,2555.851114,5.405,69.78,15,27.7,17
2666,91402,1435.707547,2.42,61.23,31.6,65.9,37.1
1703,95205,540.5232144,0.16,48.99,31.9,70.7,31.7
4432,90022,1830.844502,0.255,56.54,22.3,49.3,31.3
5835,91203,2208.676128,2.23,74.99,20.4,35.6,30.3
4530,91605,2463.045038,0.315,62.02,14,34.3,29.8
2829,91352,560.5847404,0.33,61.23,18.2,47.3,20.7
4409,90044,1034.894513,0.36,51.30,20.4,59.8,43.3
2739,90255,873.2587948,1.99,56.35,25.2,50.1,32.7
4239,90018,1326.027438,0.475,55.68,16.9,47.8,34
4523,90011,767.460932,0.175,54.78,25.8,53.8,24.9
6596,90002,626.3500324,0.135,52.70,10.4,50.2,29.4
3804,90044,2777.877452,0.11,56.49,15.1,65.7,38.9
3346,90270,565.0128774,1.345,59.80,28.6,63.8,25.2
6319,90001,913.8700472,1.705,58.47,19.9,39.7,23.5
5828,90031,2114.074417,0.995,68.13,27.3,66.4,39.5
5292,91331,1794.970385,0.95,63.53,23.1,32.3,28.1
6704,91335,1153.969905,0.445,57.36,18.5,39.8,30.7
3269,91733,505.5062709,1.56,65.91,29.9,55.5,29.7
7281,90280,2293.269123,2.72,68.47,17.5,32.8,21.4
3210,90063,1684.649072,2.26,63.45,30.7,55,23.6
2861,90016,3753.393961,0.35,63.91,15.6,43.8,38.4
2641,90016,4384.188796,0.11,62.44,6.6,42.3,33.3
4057,91768,565.1898637,0.12,55.56,23.5,69,30.2
5521,95838,1101.994121,0.735,52.55,8.2,54.8,25.8
4885,90017,2127.417903,0.905,59.85,32.3,65.8,27.3
7333,90302,1847.653015,2.18,59.88,8.7,43.4,28
7498,90247,816.6320743,0.995,61.18,13.3,39,24.5
3283,90255,1114.77341,0.46,58.56,26.7,65.1,39.1
3241,93727,807.6954939,0.47,61.26,7.6,54.5,23.2
4341,90002,895.4478667,0.01,53.72,17.6,55.9,34.7
4438,95205,1191.77441,0.185,56.16,15.6,46.2,22.3
4080,91768,1836.157833,0.31,60.91,14.7,56.4,26.3
4420,93662,488.8900894,0.11,53.13,33.6,70.2,29.4
2490,94603,3835.04054,0.235,53.34,NA,43.8,34.2
5159,90745,2526.728879,0.635,69.89,13.2,22.5,11.2
2654,94590,334.104672,0.785,50.25,7.1,70.3,33.9
3542,90004,2209.398157,0.19,56.70,50.5,60.9,23.6
8384,93307,569.6187383,1.11,60.06,12.8,55.2,21.5
4165,90037,1095.023293,0.15,49.20,28.1,84.7,43.2
5098,90270,1246.96666,0.695,63.96,24.9,43.7,30.4
1530,91732,3003.247307,0.535,69.27,29.9,58.9,36.1
7417,95380,871.1692737,0.8,62.30,7,52.3,24.2
4869,90011,838.3761808,0.21,51.22,23.2,57.1,32.8
2329,95341,1193.072562,0.245,55.45,32.1,65,12.4
5002,90044,2939.976439,0.035,52.22,23.8,68.9,38.3
4733,94601,1806.677233,1.345,59.46,21.1,51.8,29.8
4962,91331,2365.659717,1.72,67.56,17.7,41.1,28.5
2349,95354,535.6640231,0.31,63.03,4.9,60.9,28.2
5357,90810,1862.242995,2.475,64.13,8.9,45.9,20.9
3192,90805,860.6906192,1.815,60.24,2.8,34.7,18.9
3452,91402,1094.977259,0.22,47.96,38.7,77.9,48.5
3701,92805,3249.606815,1.475,58.29,11.6,57,24.6
5445,90033,820.7364047,0.05,56.27,21.5,62.3,29.3
8827,92507,1044.917818,1.025,62.72,10.6,42.5,20.7
3229,90813,606.6638391,0.57,52.30,22.3,62,18
3808,91606,1007.300202,1.12,60.36,20.1,43.8,32.7
1769,90063,1930.004872,2.16,66.32,12.6,47.3,14.8
7585,92374,1593.277069,3.16,60.75,10.8,61.5,24.8
5068,91342,2978.657096,4.75,63.66,25.7,43.8,30.9
7989,90222,429.0564863,4.775,54.23,16.8,48.8,35.1
5126,90304,2366.358835,0.04,57.37,14.2,58.2,30
3154,95215,601.3728262,1.62,57.88,25.5,50,20.7
4168,91343,1165.589595,0.06,51.91,17.1,73.3,35.6
4574,90810,1720.927077,1.1,65.55,7.3,30.1,29.7
4366,92316,1730.927406,0.2,58.17,18.6,46.8,13.7
2492,91605,997.0578095,0.95,60.51,24.8,45,30.5
2243,94565,824.0693991,1.295,52.72,12.8,54.4,21.3
9242,93648,390.403638,0,51.31,28.7,71.3,18.3
3559,93728,961.6150703,0.335,52.27,7.8,72.4,31
3131,90065,835.9060561,0.01,60.73,17.9,37.8,22.4
7055,95336,586.0710103,2.3,62.19,NA,43.1,8.6
4168,90670,842.1487349,5.285,68.14,11.5,50.9,21.8
4858,95815,653.1864294,0.75,50.32,NA,63.6,32.3
4487,90026,4804.45687,0.655,65.04,21.5,59.3,22.4
6650,90250,1624.996623,0.345,56.59,23.7,62.2,28.6
1518,95206,285.094514,0.55,58.19,14.4,56.5,NA
5621,92405,1231.142758,0,54.48,6.4,57.3,20.3
7729,95837,473.8253744,2.37,58.59,16.9,43.8,16.6
3679,90017,754.3126004,0.235,60.01,41.7,83.9,29.7
4856,90660,1345.031731,0.575,57.74,15.8,37.7,30.5
3566,90065,685.1839426,0.06,59.18,21.3,46.6,25.6
3898,90280,853.4970206,0.425,58.86,34.5,63.4,24.9
4636,90745,845.6077474,0.98,56.04,20.3,43.7,23.3
6910,91744,662.2048867,1.03,62.62,18.3,36.1,23
3776,90220,1817.235965,3.765,73.83,3.3,23.8,15.6
5407,95823,2278.684911,0.45,47.98,16.5,65.6,27.3
7114,93305,349.4283069,0.4,46.88,20.7,83.6,32.1
5232,93637,617.0494645,0.585,68.92,7,30.7,14.6
6624,92335,1233.769646,4.48,65.57,13.8,42.9,16.8
7448,93308,751.7515742,0.58,54.60,1.8,67.6,25.3
2753,90063,2398.742952,0.835,62.39,25,56.1,21.9
4446,91201,3366.654768,1.16,75.70,17.8,24.5,23.9
3731,90746,2099.415061,0.75,77.47,7.9,27.9,10.8
2906,90065,1957.306293,0.445,63.28,11.2,50.2,24.2
4806,90013,650.6076445,1.64,70.48,4.4,39.2,26.4
6149,90018,4031.173939,0.77,58.87,11.3,55.6,36.6
3321,90043,1131.130599,0.56,50.74,8.7,76.2,67
2423,90650,2027.873761,2.07,64.70,10.5,35.5,18.5
5306,92335,2399.557072,0.4,58.00,12.9,57.2,20.5
6245,94801,462.8477561,11.365,54.02,15.8,51.9,17.8
5665,91706,4193.279694,0.105,69.14,17.7,34.7,16.8
4728,90262,2250.433706,3.565,68.85,11.3,42.5,19.7
2891,90710,1232.751741,1.17,61.58,19,58.7,23
2477,94607,1039.218398,1.76,58.53,11,46,27.2
3543,90270,1058.358617,0.285,56.61,34.8,54.4,31.1
4716,91405,936.9241014,0.165,54.44,26.8,46.7,32.9
3485,90201,1098.65812,0.165,58.83,29.4,44,24.6
2575,90033,3567.987479,0.175,61.36,25.2,54.6,30.8
2560,90017,1335.861452,0.17,55.37,36.3,66.8,27.3
5779,95815,1708.137586,0.49,55.67,13.8,65.2,28
4405,90255,718.9866081,1.475,51.01,41.2,58.2,23
6379,90044,2184.522129,0.01,52.97,16.3,54.9,36
5424,92411,1464.715912,0.135,54.86,14,60.5,17.9
6246,95215,1411.955858,0.21,58.51,23.1,60,15.3
7420,90037,1107.053516,0.16,53.08,21,54,32.2
4946,90280,848.2765218,2.435,60.49,20.1,52.9,27.7
4016,90001,580.219292,0.26,55.00,11.2,59.8,34.7
5512,90222,621.6103832,2.515,54.00,3.3,45.2,26.9
8159,94804,2103.833373,1.485,56.60,5.9,47.8,25
4713,91733,688.9646059,0.115,58.28,30.3,53.6,29.1
4762,90201,779.0503509,0.745,59.95,17.1,60.4,26.8
4499,92503,2636.995196,0.405,59.12,12.1,51.1,18.8
7976,91331,4440.405718,0.385,67.36,18.5,25.4,19.3
3815,92882,2539.028509,0.335,61.51,17,54,27.2
2056,90018,4990.609317,0.34,54.91,10.2,46.9,33.4
2733,90007,2411.601191,0.52,64.11,28.3,66.8,41.9
2532,93721,2735.103197,0.175,55.11,28.8,73.3,46.4
4676,92324,2172.677684,0.51,60.47,NA,53.6,25.6
3883,90044,791.9073175,0,46.91,14.3,66.9,49
7003,94804,748.040861,4.84,54.01,12.7,52.8,26.8
4891,93702,729.0651359,0.1,47.62,24.1,87.2,28.5
14840,93250,183.9628048,2.885,60.37,21.2,46.4,7.3
2510,90255,746.1012,0.155,48.66,26,69.8,28.8
6561,94509,653.5066128,1.1,51.51,13.7,57.4,18.5
3473,90221,2985.574619,0.045,56.60,8.5,44.7,18.8
4634,95020,1411.086494,0.51,55.23,22.1,41.4,24.4
5072,90011,713.6654335,0.105,52.25,28.9,57.2,36.1
2970,90606,1071.932006,12.545,67.89,27.5,47.5,17.6
6945,93725,690.2338806,0.155,64.73,10.3,38.2,9.8
4101,90044,3869.72791,0.03,53.10,16.9,69.4,22.4
6162,90037,2757.231979,0.21,59.67,15.7,64,40.7
4763,91402,1438.441868,0.48,52.34,28,67,35.4
3918,95303,472.4195651,0.11,64.84,10.3,39,22.3
6799,93726,2096.909901,0.285,52.80,7.4,65.2,28.8
7410,90044,943.5320681,0.15,47.94,16.6,60.1,43
3226,95301,863.272933,0.11,57.38,8,53.7,16.6
3982,90011,764.8327164,0.085,49.90,30.6,74.6,36.3
4088,90043,894.6097586,0.55,50.83,10.1,66.5,44.6
4167,91303,1012.14744,0.235,53.57,22.7,57.5,33.3
3693,92701,4013.047723,0.77,62.83,22.4,46.7,32.3
7108,95823,1974.02125,0.87,49.95,19,70.4,22.4
3073,90015,897.1774445,0.295,56.67,47.3,66.3,39.5
2228,91402,1309.647534,0.62,51.73,17.4,58.6,34.1
2797,90006,1018.64937,0.555,56.73,42.4,73.1,37.3
3025,91331,893.8911847,0.135,56.88,23.2,47.5,25.9
6919,90670,1844.605099,20.575,75.06,8.2,18.6,18.7
4194,95340,779.3017624,0.07,50.76,7,61.3,26.2
4161,95358,227.4005092,2.25,66.00,NA,38.4,19.6
6943,92411,962.8258803,0.32,51.85,9.5,52.1,21.8
4570,92243,1000.786639,0.675,54.35,25.4,73,13.4
4934,91352,2277.041811,0.15,62.52,9.2,32.5,34.4
7368,92324,1517.260529,0.435,58.51,15.1,50,26.5
3982,90631,1139.342117,1.12,65.23,15.8,46.9,17.7
3934,90631,1168.478094,1.14,63.92,9.3,57.1,18
7768,93654,350.1281229,0.485,53.33,16.7,68.4,24.1
8850,95351,941.6633971,0.225,56.85,14.3,58.4,21
1406,93620,527.6367592,0,52.92,28.4,59.4,15.6
5301,90011,1014.701527,0.2,50.40,23.2,66,34.2
7437,93219,272.2248308,0.18,55.56,58.3,68.8,28.7
7438,95821,2167.080207,0.825,59.44,14.1,55.3,29.4
3318,90746,1052.028192,12.695,74.53,5.6,34.1,17
8669,90621,2015.285985,0.435,66.55,21.4,45.8,30.2
7396,93272,304.0861595,0.2,62.92,57.4,72.6,20.2
4094,91605,1170.013836,0.795,62.05,15.7,62.6,32.5
6247,92503,766.431417,2.31,60.43,13.7,67.3,25.3
3972,94124,356.6352844,2.245,58.23,10.4,27.3,37
4343,92376,751.3196711,0.595,53.92,15,44.4,21.2
3051,90255,535.2622565,1.255,57.94,25,54.8,30.5
4319,90057,699.2034601,0.175,49.03,33.5,66.4,29.4
2015,91745,1448.229885,11.97,77.72,13.4,45.2,17.6
2788,90255,710.6639755,0.54,55.59,24.9,53.6,29.3
6091,90250,2584.750253,0.345,59.14,13.8,40.9,21.3
3362,91733,2471.948124,1.29,76.48,19.8,27.7,17
4507,90016,2878.199432,0.77,60.20,8.7,48.8,31.5
6511,92879,2745.199991,0.565,68.29,15.1,55.9,27.4
3254,90220,853.3422276,0.22,54.29,14.8,59.6,23
4342,95357,435.451048,1.62,59.23,18,44.1,24.5
4732,91402,1072.152612,0.185,49.10,31.7,58.2,27.8
4781,90221,876.399866,0.095,50.51,8.8,56.8,35.8
7877,95341,542.2139152,0.4,48.75,21.2,57.7,22.7
2000,90026,5637.221549,0.36,61.04,25.6,40.1,20.4
6200,93728,403.7330715,2.22,51.77,NA,62,23.3
3957,95205,959.6026518,0.27,48.53,19.4,73.7,26.2
7323,94801,408.0704611,7.385,50.45,11.4,43.8,26.7
5125,90201,761.9842485,0.1,62.12,29,54.5,25.6
3740,90745,2920.271454,0.47,65.91,14.9,27.6,13
3193,91732,3355.950613,0.12,63.19,25,47.4,26.7
5765,93274,326.1212928,0.75,54.56,32.3,72.2,25.5
4608,91744,847.1957865,0.2,52.81,19.5,42.8,20.1
6290,92407,970.3951829,0.06,52.45,14,60.7,29.8
5902,90680,1640.303841,2.74,64.89,18.4,54.7,29.8
3407,93242,180.620277,0,53.50,22.7,53.8,13
4793,90301,3194.231863,4.545,63.69,14.8,36.3,16.9
3499,92503,752.6844753,0.355,53.11,13.7,42.6,21.2
3963,90057,906.5086736,0.215,52.46,58.8,79.3,35.9
5227,95670,2191.857656,0.285,55.85,13,51.9,20.8
4300,93308,1090.088975,0.955,55.27,1.1,79.2,23.5
5639,91706,651.0730791,0.45,58.30,32.3,48,25
4389,91745,3473.399746,9.84,75.47,14.6,23.4,21.9
3157,91406,2276.98245,0.3,54.46,35.7,45.2,21.2
4066,91504,2142.611474,2.29,70.07,6.9,36.3,27.4
5072,93030,1541.648086,1.18,61.36,23.2,57.6,21.6
5629,91706,2510.566809,0.36,69.37,24.4,49.2,23.1
2871,92225,385.2559584,0.6,53.84,23.6,70.8,20.7
4379,92113,566.8468027,1.595,49.22,21.7,60.1,34.7
2949,92879,3449.306632,1.035,58.76,11.1,49.3,33.8
3736,90255,805.1310119,0.76,55.77,26.4,50.2,23.6
4447,90731,503.3612808,2.53,58.11,22.6,61.5,17.9
1144,90248,588.0078057,10.99,67.39,11.8,32.5,28.7
4086,90806,993.2065563,0.35,54.34,18.3,64.4,31.5
4720,93703,1231.262564,0.1,48.92,15.9,72,35.5
5565,90044,927.2621771,0.225,54.11,NA,33.7,21.4
4101,93239,311.5425737,0.025,53.76,24.6,48.5,17.7
4759,90031,1511.705885,0.085,61.53,28.5,49.9,20.4
6950,93291,410.9730806,0.375,57.30,20.2,70.6,28.4
4153,95202,405.4585947,0.27,48.38,10.5,60.5,36.7
5874,92801,2957.281103,1.325,63.18,14.3,33.1,30.2
4350,91731,734.5235531,1.05,67.29,18.9,38.7,17.9
4595,93304,789.7047766,0.51,56.60,4.3,57.6,22.2
3301,90255,773.6941365,3.04,53.06,35.2,65.7,30.3
4587,90038,2017.056531,0.38,60.34,52.7,53.3,21.9
4793,91502,1884.460118,1.145,73.91,19.3,47,32.8
8421,90650,4069.951321,1.135,73.31,6.4,25.1,10.3
2982,90028,1142.09996,0.565,61.65,20.8,49.7,31.9
3496,93722,220.5089048,1.4,53.24,11.6,61.1,18.8
6662,92701,2553.454825,1.1,62.34,18.6,67.5,24
7457,90745,2418.758141,0.515,67.87,10,29.4,11.7
1832,90005,1051.655763,0.24,55.63,32.2,67.6,27.5
4128,94621,399.1903286,2.475,47.56,14.7,60.1,32.8
4077,90813,704.8091165,0.535,46.28,19.2,54.2,22.7
2750,92503,600.5627981,2.06,55.92,10.3,48.4,34.3
3069,90057,766.5039872,0.26,48.96,30.4,50.2,29.3
3487,90037,1067.871589,0.03,48.53,16.1,50.5,37.8
5008,91401,1257.74796,0.335,52.02,27,71.4,48.7
8948,93280,118.6950246,0.225,56.27,33.5,60.4,10.3
2400,95826,1884.534367,5.155,63.19,1.7,45.8,22.3
2268,93710,1006.623287,0.51,52.45,16.3,85.2,38.9
2480,90044,4152.857187,0,53.93,17.7,50.3,33.4
5332,90012,2097.011999,1.775,69.19,27.1,45,32.9
2875,91768,3035.187061,0.26,58.20,14.4,49.9,18.1
4027,91352,670.9746195,3.3,61.10,26.5,59.6,42
4790,91405,1237.16521,0.175,51.34,26.2,45,24.6
2905,94607,1106.957318,1.215,51.59,57.5,54.5,33.3
6450,92316,2636.210465,0.4,63.48,20.3,51.9,19.1
3122,90011,740.8897098,0.15,48.67,20.3,62.9,39
3709,90303,671.3479042,0.34,48.80,18.9,39.4,28.2
6905,90262,2401.858014,0.4,62.23,12.2,39.2,20.6
4274,90660,1267.536833,6.385,68.29,11.8,25.2,19.9
3957,91324,1453.312393,0.445,52.47,24.4,50.7,32.6
3356,90061,679.3806619,0,51.51,8.4,56.6,35.2
4209,95336,446.9353643,0.325,53.47,9.4,46.2,23.8
3037,90248,3257.969861,1.145,80.90,6.8,16.3,18.1
4382,90744,1759.924727,0.745,57.62,18.7,42,25.1
5514,90032,967.4899402,5.15,64.53,10.2,37.7,22.8
6840,92335,2110.141283,0.695,60.64,7,57.2,20.9
3348,91606,874.7285841,0.53,57.95,9.1,29.1,31.2
4273,91205,734.6241035,0.115,51.51,33.8,60.5,41.4
7303,92227,374.8528974,0.15,48.15,25.5,70.8,34.3
7217,95358,510.7236417,0.12,60.07,7.2,45.7,13.4
6065,91303,1045.567517,0.37,54.38,25.2,54.4,24.3
5903,93304,1157.960953,0.53,52.89,12.7,58.7,23.2
5019,90044,889.8959379,0.73,59.99,2.3,13.9,20.9
3277,92504,2077.315222,0.185,62.61,13,48.1,16.1
4943,93662,373.3154674,0.435,55.63,11.5,59.5,14.3
4683,90744,1014.371581,12.975,63.53,2.9,52.3,18.8
2735,91605,1965.225004,0.655,66.59,13.2,22.1,21.2
2705,94607,530.1103093,2.04,53.41,8.4,63.3,21.5
5062,92102,2158.704865,0.755,59.43,13.1,61.1,32.5
6903,91766,1721.13714,0.27,56.73,17.5,51.6,17.3
5964,92408,1601.665024,2.485,64.59,14.5,55.7,15.9
3038,90037,1020.806474,0.145,46.59,18.2,63.7,42.9
4801,95307,1364.750536,0.11,50.91,19.3,61.2,28.8
7956,93230,470.4121889,1.12,51.98,17.1,55.5,23.1
5151,93703,1178.055407,0.25,53.11,7.4,55,21.4
5060,95350,1960.719516,0,52.84,10.3,59.6,24.6
5836,91306,1038.579609,0.31,50.56,23.6,60.2,28
3793,91744,1385.155145,0.21,58.64,11.7,39.2,24.4
4278,90744,615.2288311,0.35,51.14,27.6,64.7,28.8
6939,90660,3281.890157,1.075,68.67,8.6,19.4,9
6740,90501,1130.352335,0.995,55.69,21.7,55.7,39.9
4084,93307,298.8141411,0.1,48.78,22.2,68.5,16.9
3397,90022,2642.927693,0.14,56.64,32.2,54.6,15.6
6769,91402,1320.71934,0.25,54.96,16.2,36.6,24.9
4375,90011,755.7290663,0.055,48.70,17.8,67.1,36.2
5824,95991,613.2768378,0.66,57.47,19.5,58.2,17
5306,90262,4247.061337,0.535,64.65,16.8,37.2,22.9
5097,91405,1071.453953,0.175,51.72,31.8,57,35.7
5363,92316,1657.423415,0.685,56.36,19.8,50,15.9
4581,93705,512.330466,0.845,51.06,10.3,50.8,25.2
2770,94589,979.7296491,0.735,47.74,19.2,52.5,25.1
5638,90280,728.1035247,0.4,54.04,20.8,50.1,29.1
6742,91343,1250.399373,0.135,53.51,27,53.1,25.6
4422,92509,797.3582367,0.1,51.10,15.1,62.6,26.9
2862,91352,3356.042025,0.495,60.31,9.9,33.4,23.4
6491,90302,816.2428692,1.2,50.16,10.6,55.7,29.6
3644,95815,1623.067093,0.53,52.37,5.2,51.8,33.4
5055,93230,504.4623442,0.375,57.99,14.5,51.9,9.2
3283,91910,1463.51124,1.38,53.15,34.4,56.4,27.9
5094,93230,646.5307418,0.6,54.42,31,59.5,13.7
4240,90270,708.025304,0.41,55.14,21.9,60.9,29
2752,90018,4170.190184,0.785,59.96,19.1,36.8,24
4933,91706,509.5817247,0.925,60.30,15,38.3,22.1
5745,93703,1398.522762,0.055,47.72,14.6,65.1,43.7
3495,90640,878.4557732,0.595,62.96,13.3,39.7,15.7
5436,90037,2446.699998,0.145,57.69,36.7,72.6,40.6
4873,91335,1230.666278,0.08,59.72,17.5,39.7,32.5
4345,90057,1030.418777,0.325,50.86,54.1,75.2,31.1
4158,90806,660.216561,0.345,51.29,17,59,31
4296,93638,835.7485016,0.175,47.83,31.9,75.7,18.7
3703,90004,3082.310819,0.145,58.57,30.2,64.1,28.6
4094,92102,2456.206743,2.77,56.78,20.5,47.1,30.3
7552,93304,462.3393305,0.51,47.74,23.1,71.8,29.1
3109,91405,1568.447537,0.345,59.95,22.5,49.1,29.5
4708,90221,706.491354,0.16,49.76,6.6,40,30.7
5253,93263,308.1446125,0.1,54.25,29.2,79.8,25.4
5363,90723,1964.301621,0.7,58.71,11.5,36.6,31.5
5652,90716,2176.64946,0.36,58.15,33.9,48.9,36.4
2863,91762,682.3088917,2.35,66.31,12.8,58.4,28.2
4582,91732,2723.890481,0.16,60.15,34.1,53,31.1
3546,94621,668.7081393,1.605,49.24,8.4,53.3,32.1
6541,92220,1632.233931,0.27,45.84,20,54.7,26.2
3664,90247,1141.577064,0.875,63.76,27,36.8,18.2
8857,93622,204.4280066,0.2,51.24,34,67.4,14.6
4995,90032,706.7247204,1.215,63.68,23,51.1,13.3
4148,90017,757.4418663,0.395,54.29,48.7,69.8,36.1
2357,93657,93.12120139,0.025,49.34,22.7,73.2,26.1
7363,90640,1897.911955,1.675,68.16,22.3,51.8,24
3770,90250,2496.266195,2.105,68.26,0.2,18.9,18.8
3437,95330,1506.998002,0.175,58.95,9.1,35.8,18.4
4891,90220,753.8720767,0.27,48.01,8,50.1,32.4
8118,90249,1008.898003,6.275,65.52,3.2,33.1,25.8
4351,90026,1371.530459,1.24,59.72,31.8,42.2,30.6
4472,90057,826.539592,0.19,51.12,33.5,74.3,26.8
8180,91732,1099.703211,0.56,63.93,28.3,35.7,20.5
3809,91406,3796.12954,1.46,63.66,23.2,36.2,25.5
4763,90022,635.4668114,0.42,53.17,19.3,44.4,24
4911,90013,669.7749357,2.205,71.66,13.4,37.4,22.6
3691,91303,1223.924428,0.12,52.51,36.2,49.7,36.8
2832,91402,1022.871781,0.375,53.87,27.3,59.3,33.5
10290,95205,595.3239825,2.85,52.08,10,52.3,14.8
3836,91343,3474.392268,0.06,53.78,29.8,78.1,47.6
3382,95380,652.5679699,0.7,66.11,16.6,45.7,6.2
3803,93307,771.0673578,4.785,50.34,21.9,77.4,22.8
7230,92683,2418.153459,1.805,62.65,24.2,50.2,26.2
5231,91768,1267.772455,1.585,75.08,9.2,28.9,18.2
4290,91205,789.6019933,0.155,52.91,34.1,49.5,40.4
3677,90201,1094.879665,0.48,58.96,19.8,48.2,26.4
4502,91411,3033.525029,1.45,71.12,8.5,30.4,16.7
8236,92701,799.4601024,1.105,55.25,33,61.7,28.9
1999,93257,654.3684977,0.225,57.64,14.5,54.3,23.1
2692,90017,812.3132908,0.385,53.95,52,74.7,25.2
6694,95354,648.9968093,1.245,56.30,10.9,49.7,23.7
4393,90706,2666.963784,1.22,55.91,8.9,37.3,29.7
4129,90744,1016.60429,0.7,57.86,11.2,52.6,24.4
3136,91732,2841.081921,0.12,63.68,27.3,39.4,18.4
2445,93230,263.1094444,0.125,60.91,16.7,44.1,15.1
6170,90008,599.0354028,0.435,48.97,8.7,50.4,39.3
6871,93654,133.8001979,0.2,52.33,24.8,72.4,18.9
1539,90012,1934.587646,2.135,79.62,23.8,34.2,NA
6844,95207,1230.782281,0.285,49.81,10.1,57.7,29.8
4770,95901,1153.691399,0.645,63.99,1.5,52,21.6
2896,91770,969.4629951,0.685,65.08,37.8,54.7,29
3561,90015,2512.857059,0.725,60.36,54,63.1,32.5
5609,91335,1052.207299,0.8,62.80,22.7,36.9,26.3
3553,90802,784.8023011,0.425,53.89,11,54,28.3
4237,90029,3183.01241,0.07,56.20,23.7,47.6,37.4
3840,90063,364.4497901,1.3,55.19,21.4,52.4,19.9
3574,91343,3378.921693,0.1,52.61,21.5,71.6,32
3814,90044,1058.012886,0.41,47.56,9.3,55.1,31.9
5362,93722,1090.441831,0.42,51.75,16.1,44.4,18
11921,93723,1108.002966,0.435,63.26,9.8,38.9,18.4
9185,92801,4156.409269,5.07,61.93,20,45.5,28.4
2998,90270,1226.505003,0.53,65.83,36.7,59.1,27.6
3224,90038,1452.625354,0.16,53.04,43.9,62.3,36.6
6237,90022,467.8985248,0.385,54.37,26.1,47.1,27.9
2728,90640,2532.525315,0.31,60.18,18.4,44,28.4
3856,92843,2553.41842,0.27,55.15,28.4,40.1,31.8
3592,92507,730.0338356,0.695,56.28,24,72.4,28.2
4049,91340,502.8667586,0.545,49.98,21.9,53.5,40.8
2594,90006,1286.450026,0.145,53.33,50.5,76.1,31.1
4217,90044,1142.608541,0.07,45.73,12.3,47,42.5
4912,90660,1084.466423,0.41,61.90,19.8,29.2,19.2
5329,91768,2425.141103,0.185,51.83,13.5,58.6,21.8
3907,92113,1114.614028,1.41,58.13,18.8,48.1,30
8019,93267,301.4248457,0,54.75,24.2,70.7,21.9
5287,90059,564.8398419,3.58,63.08,2.7,24.6,16
2492,91606,840.8484564,0.285,50.28,14.8,52.4,31.4
4131,95240,684.1659871,0.75,50.23,11.1,72.3,25.4
5427,90242,1147.833881,1.265,69.48,10.4,41.1,21.8
15950,93635,679.5876943,0.1,51.77,21.7,42.7,17.6
3322,91406,3629.280562,0.12,54.50,19.9,36.5,34.1
4431,90023,537.7957033,0.655,52.52,28.6,57.5,19.8
5036,90606,1004.832001,5.76,63.25,9.4,29.1,19.2
4364,90057,1086.472377,0.37,56.56,25.3,55.4,17.7
6180,90262,2226.023876,0.11,54.21,13.5,61.4,26.3
7911,91706,740.557733,0.39,60.60,24.4,39.9,25.1
4882,91732,1469.025745,0.365,65.39,31.8,66.1,33.1
6324,90201,1210.417721,0.295,54.87,14.1,47.7,32.2
5613,93535,195.5904286,0.9,51.51,8.6,52.4,14.8
5107,93726,658.8153546,0.22,48.06,5.6,66.6,30.2
4870,93030,898.5828065,1.36,56.95,31.8,70.6,13.3
4330,91910,2188.379508,1.265,61.71,20.6,47.7,21.1
3705,90001,533.7363233,0.27,50.84,17.7,47.8,32.2
4798,93727,660.453748,0.2,48.40,13.9,69.4,39.6
6743,90262,661.3834977,0.37,59.47,11.7,27.8,15.8
3910,90044,1200.504366,0,45.18,12.2,56.9,34.6
5163,90047,1055.183387,0.25,51.25,4.1,41.3,30.2
6383,91504,2328.612029,2.245,69.91,7.6,24.7,25
3262,91205,787.3168857,0.27,55.04,22.8,42.8,24.7
3463,91406,1050.267274,0.075,57.44,13.3,20,20.9
4051,92707,763.5362157,3.16,62.11,12.8,34,28
3985,91204,946.7297084,3.16,69.54,23,42.8,30.2
3744,91754,1867.627567,0.475,60.74,22.7,49.7,21.6
5324,90802,631.3941805,1.035,51.52,10.2,54.8,31
7473,92376,692.804404,0.35,48.34,12.3,55.6,24.1
3610,90810,2254.188576,0.25,57.98,11.4,28.7,18.2
5704,92411,747.0088966,0.41,51.17,14.5,64.7,12.3
4116,90250,1310.454136,0.32,53.21,11.2,40.8,30.6
7230,93241,247.2196973,0.2,51.34,39.5,65.5,25.8
4218,90502,1731.755694,1.46,65.97,20.1,32.7,20.2
18784,93307,550.756451,0.39,54.94,5.4,56.8,16.9
1425,90810,3703.364708,0.05,60.30,1.5,33.1,21.7
6284,91746,669.11999,0.86,71.36,6.4,34.2,15.8
3293,93616,275.7250541,0.05,55.82,15.8,58.5,16
3141,90007,4741.799354,0.185,52.73,19.3,51.3,33.6
4040,90037,881.6927375,0.06,45.89,22.8,58.4,45
10170,93635,292.4262105,0,49.18,19.8,48.5,17.4
5161,95815,408.6753956,0.675,47.90,8.2,52.3,23.5
